session	bill	chamber	printed_roll	roll_call_id	date	yea	nay	passed	status	governor	disposition	reason	desc	title
2137	HB0001	H		1510725	2025-01-29	73	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Higher Education Base Budget
2137	HB0001	S		1510726	2025-01-30	27	1	1	4	signed	screened	not-divided	Senate/ passed 2nd & 3rd readings/ suspension	Higher Education Base Budget
2137	HB0002	H		1513252	2025-03-04	72	2	1	4	signed	screened	not-divided	House/ passed 3rd reading	Public Education Budget Amendments
2137	HB0002	S		1513253	2025-03-05	23	0	1	4	signed	screened	not-divided	Senate/ passed 2nd & 3rd readings/ suspension	Public Education Budget Amendments
2137	HB0003	H		1511284	2025-03-04	73	0	1	3	none	screened	not-divided	House/ passed 3rd reading	Current Fiscal Year Supplemental Appropriations
2137	HB0003	S		1511285	2025-03-05	23	1	1	3	none	screened	not-divided	Senate/ passed 2nd & 3rd readings/ suspension	Current Fiscal Year Supplemental Appropriations
2137	HB0004	H		1510715	2025-01-29	72	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Economic and Community Development Base Budget
2137	HB0004	S		1510716	2025-01-30	26	0	1	4	signed	screened	not-divided	Senate/ passed 2nd & 3rd readings/ suspension	Economic and Community Development Base Budget
2137	HB0005	H		1510733	2025-01-29	70	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	General Government Base Budget
2137	HB0005	S		1510734	2025-01-30	28	0	1	4	signed	screened	not-divided	Senate/ passed 2nd & 3rd readings/ suspension	General Government Base Budget
2137	HB0006	H		1510727	2025-01-29	71	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Transportation and Infrastructure Base Budget
2137	HB0006	S		1510728	2025-01-30	27	0	1	4	signed	screened	not-divided	Senate/ passed 2nd & 3rd readings/ suspension	Transportation and Infrastructure Base Budget
2137	HB0007	H		1510537	2025-01-29	72	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	National Guard, Veterans Affairs, and Legislature Base Budget
2137	HB0007	S		1510538	2025-01-30	27	0	1	4	signed	screened	not-divided	Senate/ passed 2nd & 3rd readings/ suspension	National Guard, Veterans Affairs, and Legislature Base Budget
2137	HB0008	H		1513108	2025-03-04	73	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	State Agency and Higher Education Compensation Appropriations
2137	HB0008	S		1513109	2025-03-05	21	1	1	4	signed	screened	not-divided	Senate/ passed 2nd & 3rd readings/ suspension	State Agency and Higher Education Compensation Appropriations
2137	HB0010	H		1511198	2025-03-04	73	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Fund and Account Modifications
2137	HB0010	S		1511199	2025-03-05	26	0	1	4	signed	screened	not-divided	Senate/ passed 2nd & 3rd readings/ suspension	Fund and Account Modifications
2137	HB0011	H		1509860	2025-01-21	75	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Native American Remains Review Committee Amendments
2137	HB0011	S		1509863	2025-01-30	24	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Native American Remains Review Committee Amendments
2137	HB0012	H		1509842	2025-01-21	73	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Division of Purchasing and General Services Amendments
2137	HB0012	H		1509847	2025-02-07	70	0	1	4	signed	screened	not-divided	House/ concurs with Senate amendment	Division of Purchasing and General Services Amendments
2137	HB0012	S		1509846	2025-02-06	28	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Division of Purchasing and General Services Amendments
2137	HB0013	H		1509831	2025-01-21	74	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Sexual Extortion Amendments
2137	HB0013	S		1509834	2025-02-14	22	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Sexual Extortion Amendments
2137	HB0014	H		1509848	2025-01-21	74	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Emergency Services Personnel Amendments
2137	HB0014	H		1509853	2025-02-05	67	0	1	4	signed	screened	not-divided	House/ concurs with Senate amendment	Emergency Services Personnel Amendments
2137	HB0014	S		1509852	2025-02-04	29	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Emergency Services Personnel Amendments
2137	HB0015	H		1512304	2025-02-25	61	0	1	6	none	screened	not-divided	House/ passed 3rd reading	Murdered and Missing Indigenous Relatives Task Force Amendments
2137	HB0016	H		1509821	2025-01-21	74	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Health Facility Administrator Act Amendments
2137	HB0016	S		1509824	2025-01-30	26	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Health Facility Administrator Act Amendments
2137	HB0017	H		1512625	2025-01-31	70	0	1	6	none	screened	not-divided	House/ passed 3rd reading	Limitations on the Use of Polygraphs
2137	HB0018	H		1509955	2025-01-30	71	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Petroleum Storage Tank Amendments
2137	HB0018	S		1509958	2025-02-11	22	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Petroleum Storage Tank Amendments
2137	HB0019	H		1509814	2025-02-05	71	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Child Labor Amendments
2137	HB0019	S		1509817	2025-02-20	22	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Child Labor Amendments
2137	HB0020	H		1514328	2025-01-21	74	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Property Tax Code Recodification
2137	HB0020	H		1514333	2025-03-05	73	0	1	4	signed	screened	not-divided	House/ concurs with Senate amendment	Property Tax Code Recodification
2137	HB0020	S		1514332	2025-03-03	27	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Property Tax Code Recodification
2137	HB0021	H		1511975	2025-01-21	74	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Criminal Code Recodification and Cross References
2137	HB0021	H		1511979	2025-03-06	74	0	1	4	signed	screened	not-divided	House/ concurs with Senate amendment	Criminal Code Recodification and Cross References
2137	HB0021	S		1511978	2025-03-05	29	0	1	4	signed	screened	not-divided	Senate/ passed 2nd & 3rd readings/ suspension	Criminal Code Recodification and Cross References
2137	HB0022	H		1512223	2025-01-22	72	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Prostitution Offense Amendments
2137	HB0022	H		1512228	2025-02-10	71	0	1	4	signed	screened	not-divided	House/ concurs with Senate amendment	Prostitution Offense Amendments
2137	HB0022	S		1512227	2025-02-06	27	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Prostitution Offense Amendments
2137	HB0023	H		1509936	2025-02-10	74	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Insurance Modifications
2137	HB0023	H		1509941	2025-02-28	65	0	1	4	signed	screened	not-divided	House/ concurs with Senate amendment	Insurance Modifications
2137	HB0023	S		1509940	2025-02-27	21	2	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Insurance Modifications
2137	HB0024	H		1509926	2025-02-06	72	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Limitations on Liability Amendments
2137	HB0024	S		1509929	2025-02-21	24	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Limitations on Liability Amendments
2137	HB0025	H		1509908	2025-01-22	73	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Retirement Amendments
2137	HB0025	H		1509912	2025-02-19	71	0	1	4	signed	screened	not-divided	House/ concurs with Senate amendment	Retirement Amendments
2137	HB0025	S		1509911	2025-02-14	23	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Retirement Amendments
2137	HB0026	H		1509864	2025-01-22	71	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Road Jurisdiction Amendments
2137	HB0026	S		1509867	2025-02-14	24	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Road Jurisdiction Amendments
2137	HB0027	H		1514617	2025-02-20	70	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Voting Precinct Amendments
2137	HB0027	S		1514619	2025-03-06	20	3	1	4	signed	screened	not-divided	Senate/ passed 2nd & 3rd readings/ suspension	Voting Precinct Amendments
2137	HB0028	H		1509944	2025-02-05	71	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	On Premise Sign Installation Amendments
2137	HB0028	S		1509947	2025-02-20	24	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	On Premise Sign Installation Amendments
2137	HB0029	H		1509948	2025-01-22	73	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Child Visitation Amendments
2137	HB0029	S		1509951	2025-02-07	25	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Child Visitation Amendments
2137	HB0031	H		1509930	2025-01-22	73	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Offender Information Amendments
2137	HB0031	S		1509933	2025-03-05	26	0	1	4	signed	screened	not-divided	Senate/ passed 2nd & 3rd readings/ suspension	Offender Information Amendments
2137	HB0032	H		1509857	2025-01-22	72	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Borgstrom Brothers Memorial Highway Designation
2137	HB0032	S		1509859	2025-02-13	26	0	1	4	signed	screened	not-divided	Senate/ passed 2nd & 3rd readings/ suspension	Borgstrom Brothers Memorial Highway Designation
2137	HB0033	H		1509891	2025-01-31	74	0	1	4	signed	screened	not-divided	House/ passed 3rd reading	Child Welfare Reporting Amendments
2137	HB0033	S		1509894	2025-02-20	24	0	1	4	signed	screened	not-divided	Senate/ passed 3rd reading	Child Welfare Reporting Amendments
2137	HB0034	H		1512678	2025-01-22	69	3	1	4	signed	screened	not-divided	House/ passed 3rd reading	State Campgrounds Amendments
